Timestamp,Latitude,Longitude,Accelerometer_x,Accelerometer_y,Accelerometer_z,Orientation_azimuth,Orientation_pitch,Orientation_roll,Light
2025-05-28 19:42:36.833,-3,-3,-9.052347,3.1746774,2.757429,327.57257,-57.22208,-70.926636,110.0250015258789
2025-05-28 19:42:37.835,-3,-3,-7.804191,4.366004,4.0310087,327.2622,-57.492184,-71.56473,87.00749969482422
2025-05-28 19:42:39.070,-3,-3,-8.211868,1.4491532,3.5075788,336.02386,-22.580412,-66.88553,54.000003814697266
2025-05-28 19:42:39.834,-3,-3,-8.367103,0.619442,5.1553364,345.04303,-6.618536,-58.524715,68.98500061035156
2025-05-28 19:42:40.844,-3,-3,-8.362317,0.6230312,5.1619167,345.01605,-6.8231764,-58.250694,68.98500061035156
2025-05-28 19:42:41.836,-3,-3,-8.359625,0.6197411,5.156533,345.00052,-6.8110127,-58.251175,68.98500061035156
2025-05-28 19:42:42.838,-3,-3,-8.360522,0.62452674,5.1619167,344.98495,-6.798836,-58.25161,68.98500061035156
2025-05-28 19:42:43.841,-3,-3,-8.350951,0.62452674,5.1610193,344.96902,-6.786324,-58.25219,68.98500061035156
2025-05-28 19:42:44.841,-3,-3,-7.348059,0.8808578,6.250651,343.75592,-8.227789,-47.113735,68.98500061035156
2025-05-28 19:42:45.836,-3,-3,-6.38435,1.1817553,7.376773,344.54898,-9.057288,-40.51514,81
2025-05-28 19:42:46.835,-3,-3,-6.3867426,1.1811571,7.375876,344.53973,-9.047679,-40.515697,81
2025-05-28 19:42:47.848,-3,-3,-6.3882384,1.1805589,7.372287,344.53265,-9.040643,-40.515854,81
2025-05-28 19:42:48.849,-3,-3,-6.3792653,1.1814562,7.3869424,344.57224,-9.157095,-40.379726,81
2025-05-28 19:42:49.857,-3,-3,-6.36102,1.1877373,7.3863444,344.60223,-9.204757,-40.37582,81
2025-05-28 19:42:50.850,-3,-3,-6.367002,1.1910275,7.3839517,344.61765,-9.186821,-40.426285,81
2025-05-28 19:42:51.856,-3,-3,-6.3658056,1.1928221,7.373483,344.61755,-9.188467,-40.427452,81
2025-05-28 19:42:52.852,-3,-3,-6.364908,1.1928221,7.3773713,344.61755,-9.188467,-40.427452,81
2025-05-28 19:42:53.850,-3,-3,-6.3622165,1.1871392,7.37438,344.61755,-9.188467,-40.427452,81
2025-05-28 19:42:54.850,-3,-3,-6.3664036,1.1910275,7.3660054,344.61755,-9.188467,-40.427452,81
2025-05-28 19:42:55.852,-3,-3,-6.3687963,1.1904292,7.365407,344.61755,-9.188467,-40.427452,81
2025-05-28 19:42:56.848,-3,-3,-6.3622165,1.1910275,7.3660054,344.61755,-9.188467,-40.427452,81
2025-05-28 19:42:57.852,-3,-3,-6.3643103,1.1895319,7.3660054,344.61755,-9.188467,-40.427452,81
2025-05-28 19:42:58.850,-3,-3,-6.3550377,1.195514,7.373483,344.6387,-9.217797,-40.41161,72.9675064086914
2025-05-28 19:42:59.884,-3,-3,-6.349953,1.1979069,7.3773713,344.64697,-9.22023,-40.372055,72.9675064086914
2025-05-28 19:43:00.850,-3,-3,-6.347261,1.1943176,7.3782687,344.64484,-9.219544,-40.370598,82.01250457763672
2025-05-28 19:43:01.839,-3,-3,-6.34427,1.1952149,7.3776703,344.63727,-9.211839,-40.37081,82.01250457763672
2025-05-28 19:43:02.857,-3,-3,-6.349953,1.1961123,7.373782,344.63446,-9.209074,-40.370365,82.01250457763672
2025-05-28 19:43:03.854,-3,-3,-6.343074,1.1919248,7.3773713,344.63446,-9.209074,-40.370365,82.01250457763672
2025-05-28 19:43:04.852,-3,-3,-6.352047,1.1943176,7.373483,344.63446,-9.209074,-40.370365,82.01250457763672
2025-05-28 19:43:05.911,-3,-3,-6.349953,1.1904292,7.373483,344.63446,-9.209074,-40.370365,82.01250457763672
2025-05-28 19:43:06.845,-3,-3,-6.3454666,1.1943176,7.3749785,344.63446,-9.209074,-40.370365,82.01250457763672
2025-05-28 19:43:07.855,-3,-3,-6.3421764,1.1943176,7.3770723,344.63446,-9.209074,-40.370365,82.01250457763672
2025-05-28 19:43:08.857,-3,-3,-6.346663,1.1907284,7.3773713,344.63446,-9.209074,-40.370365,82.01250457763672
2025-05-28 19:43:10.206,-3,-3,-6.3385873,1.1958131,7.391429,344.64914,-9.221975,-40.27907,82.01250457763672
2025-05-28 19:43:10.854,-3,-3,-6.341279,1.1964114,7.3776703,344.6344,-9.215431,-40.324047,82.01250457763672
2025-05-28 19:43:11.855,-3,-3,-6.343074,1.198505,7.3776703,344.63104,-9.212028,-40.317616,82.01250457763672
2025-05-28 19:43:12.859,-3,-3,-6.344868,1.1988041,7.3779697,344.6236,-9.203776,-40.322796,82.01250457763672
2025-05-28 19:43:13.871,-3,-3,-6.343074,1.1916257,7.379166,344.61288,-9.192837,-40.323605,82.01250457763672
2025-05-28 19:43:14.869,-3,-3,-6.343074,1.1907284,7.3779697,344.60297,-9.182514,-40.324368,82.01250457763672
2025-05-28 19:43:15.895,-3,-3,-6.3493547,1.1967105,7.385148,344.60794,-9.207645,-40.322483,82.01250457763672
2025-05-28 19:43:16.862,-3,-3,-6.335895,1.1979069,7.379764,344.5997,-9.233066,-40.305016,82.01250457763672
2025-05-28 19:43:17.880,-3,-3,-6.341279,1.1943176,7.3773713,344.5968,-9.225325,-40.316322,82.01250457763672
2025-05-28 19:43:18.876,-3,-3,-6.344868,1.2008978,7.382157,344.58725,-9.211687,-40.319214,82.01250457763672
2025-05-28 19:43:19.902,-3,-3,-6.3403816,1.1997014,7.3803625,344.58066,-9.204936,-40.319504,82.01250457763672
2025-05-28 19:43:20.882,-3,-3,-6.343373,1.2000005,7.376773,344.58066,-9.204936,-40.319504,82.01250457763672
2025-05-28 19:43:21.898,-3,-3,-6.3451676,1.1976078,7.3728848,344.58066,-9.204936,-40.319504,82.01250457763672
2025-05-28 19:43:22.877,-3,-3,-6.3481584,1.1943176,7.361818,344.5813,-9.208134,-40.461792,82.01250457763672
2025-05-28 19:43:23.883,-3,-3,-6.35773,1.2008978,7.3639116,344.58118,-9.23309,-40.414577,82.01250457763672
2025-05-28 19:43:24.909,-3,-3,-6.3478594,1.1949158,7.3782687,344.5799,-9.238425,-40.43871,82.01250457763672
2025-05-28 19:43:25.882,-3,-3,-6.3538413,1.1979069,7.370791,344.57507,-9.233365,-40.417027,82.01250457763672
2025-05-28 19:43:26.870,-3,-3,-6.3604217,1.2002996,7.3752775,344.58887,-9.260591,-40.463665,82.01250457763672
2025-05-28 19:43:27.906,-3,-3,-6.3604217,1.1991032,7.3603225,344.58392,-9.251961,-40.411568,82.01250457763672
2025-05-28 19:43:28.884,-3,-3,-6.3544397,1.1907284,7.370193,344.58032,-9.228679,-40.412888,82.01250457763672
2025-05-28 19:43:29.885,-3,-3,-6.348458,1.198206,7.375876,344.58118,-9.235821,-40.40924,82.01250457763672
2025-05-28 19:43:30.888,-3,-3,-6.349654,1.2047862,7.379465,344.58453,-9.260011,-40.393295,82.01250457763672
2025-05-28 19:43:31.908,-3,-3,-6.3326054,1.1952149,7.3893356,344.60413,-9.271748,-40.45559,82.01250457763672
2025-05-28 19:43:32.886,-3,-3,-6.352047,1.1964114,7.3639116,344.59796,-9.250122,-40.40003,82.01250457763672
2025-05-28 19:43:33.873,-3,-3,-6.347261,1.2020943,7.3752775,344.61896,-9.260088,-40.347507,82.01250457763672
2025-05-28 19:43:34.883,-3,-3,-6.348458,1.198505,7.365108,344.6197,-9.234113,-40.361595,82.01250457763672
2025-05-28 19:43:35.887,-3,-3,-6.349056,1.1958131,7.372586,344.61823,-9.240862,-40.35631,82.01250457763672
2025-05-28 19:43:36.876,-3,-3,-6.3451676,1.1949158,7.379465,344.61362,-9.215366,-40.366432,82.01250457763672
2025-05-28 19:43:37.875,-3,-3,-6.3628144,1.2080764,7.355537,344.60394,-9.240202,-40.34495,82.01250457763672
2025-05-28 19:43:38.885,-3,-3,-6.352944,1.1979069,7.3809605,344.602,-9.21859,-40.331127,82.01250457763672
2025-05-28 19:43:39.876,-3,-3,-6.348458,1.2020943,7.3893356,344.59875,-9.222234,-40.31504,82.01250457763672
2025-05-28 19:43:40.887,-3,-3,-6.364011,1.1536397,7.3869424,344.601,-9.223888,-40.330982,82.01250457763672
2025-05-28 19:43:41.889,-3,-3,-6.350252,1.2002996,7.3827553,344.5977,-9.229168,-40.31585,82.01250457763672
2025-05-28 19:43:42.879,-3,-3,-6.352346,1.2002996,7.3752775,344.60272,-9.239459,-40.326168,82.01250457763672
2025-05-28 19:43:43.891,-3,-3,-6.3514485,1.2026925,7.381559,344.60272,-9.209961,-40.319187,82.01250457763672
2025-05-28 19:43:44.880,-3,-3,-6.3424754,1.1952149,7.385148,344.6126,-9.21316,-40.31496,82.01250457763672
2025-05-28 19:43:45.916,-3,-3,-6.3508506,1.198505,7.385447,344.60114,-9.218478,-40.3265,82.01250457763672
2025-05-28 19:43:46.882,-3,-3,-6.3508506,1.1967105,7.370492,344.59625,-9.214752,-40.366924,82.01250457763672
2025-05-28 19:43:47.895,-3,-3,-6.358627,1.2026925,7.37438,344.59805,-9.234835,-40.341976,82.01250457763672
2025-05-28 19:43:48.893,-3,-3,-6.349056,1.2020943,7.379166,344.59146,-9.224731,-40.321556,82.01250457763672
2025-05-28 19:43:49.914,-3,-3,-6.350252,1.2014961,7.382456,344.6018,-9.213465,-40.34807,82.01250457763672
2025-05-28 19:43:50.894,-3,-3,-6.332306,1.1943176,7.367202,344.58942,-9.219341,-40.34539,82.01250457763672
2025-05-28 19:43:51.883,-3,-3,-6.350252,1.1979069,7.3782687,344.59457,-9.22397,-40.343586,82.01250457763672
2025-05-28 19:43:52.895,-3,-3,-6.3517475,1.1967105,7.379465,344.58688,-9.2233,-40.338314,82.01250457763672
2025-05-28 19:43:53.894,-3,-3,-6.349056,1.1949158,7.376175,344.58398,-9.220653,-40.35835,82.01250457763672
2025-05-28 19:43:54.895,-3,-3,-6.3604217,1.2053844,7.3776703,344.57135,-9.21503,-40.35699,82.01250457763672
2025-05-28 19:43:55.913,-3,-3,-6.3457656,1.2011969,7.385148,344.5677,-9.212491,-40.305264,14.985000610351562
2025-05-28 19:43:56.893,-3,-3,-6.3290157,1.1907284,7.3845496,344.5813,-9.233858,-40.300728,78.97500610351562
2025-05-28 19:43:57.884,-3,-3,-6.3388863,1.195514,7.381858,344.57074,-9.2158785,-40.31003,78.97500610351562
2025-05-28 19:43:58.897,-3,-3,-6.3478594,1.1940185,7.37109,344.57352,-9.228301,-40.325966,78.97500610351562
2025-05-28 19:43:59.897,-3,-3,-6.346663,1.1964114,7.370492,344.57355,-9.22848,-40.3259,78.97500610351562
2025-05-28 19:44:00.969,-3,-3,-6.3478594,1.1991032,7.372586,344.58505,-9.225198,-40.35067,78.97500610351562
2025-05-28 19:44:01.917,-3,-3,-6.34098,1.1949158,7.3719873,344.58173,-9.217938,-40.351967,78.97500610351562
2025-05-28 19:44:02.906,-3,-3,-6.343373,1.1961123,7.37438,344.57794,-9.21424,-40.3518,78.97500610351562
2025-05-28 19:44:03.886,-3,-3,-6.3394847,1.1913266,7.373483,344.57794,-9.21424,-40.3518,78.97500610351562
2025-05-28 19:44:04.902,-3,-3,-6.366703,1.1724831,7.452147,344.58304,-9.2205305,-40.372845,78.97500610351562
2025-05-28 19:44:05.900,-3,-3,-6.363712,1.1952149,7.3579297,344.60388,-9.2361355,-40.29073,78.97500610351562
2025-05-28 19:44:06.896,-3,-3,-6.3771715,1.2269198,7.36122,344.60645,-9.249017,-40.293808,78.97500610351562
2025-05-28 19:44:07.916,-3,-3,-6.3397837,1.2011969,7.381858,344.614,-9.25389,-40.295357,78.97500610351562
2025-05-28 19:44:08.902,-3,-3,-6.3394847,1.2032907,7.381858,344.60574,-9.245364,-40.295753,78.97500610351562
2025-05-28 19:44:09.899,-3,-3,-6.337391,1.2020943,7.382456,344.59787,-9.23756,-40.29594,78.97500610351562
2025-05-28 19:44:11.263,-3,-3,-6.34427,1.2044871,7.3803625,344.59055,-9.229911,-40.296223,78.97500610351562
2025-05-28 19:44:11.902,-3,-3,-6.3385873,1.1991032,7.3827553,344.58307,-9.222373,-40.296383,78.97500610351562
2025-05-28 19:44:12.898,-3,-3,-6.3397837,1.1934203,7.3830543,344.58307,-9.222373,-40.296383,78.97500610351562
2025-05-28 19:44:13.900,-3,-3,-6.3385873,1.1940185,7.3770723,344.58307,-9.222373,-40.296383,78.97500610351562
2025-05-28 19:44:14.903,-3,-3,-6.3403816,1.2000005,7.382456,344.58307,-9.222373,-40.296383,78.97500610351562
2025-05-28 19:44:15.904,-3,-3,-6.3424754,1.1991032,7.3803625,344.58307,-9.222373,-40.296383,78.97500610351562
2025-05-28 19:44:16.900,-3,-3,-6.3388863,1.1943176,7.3827553,344.58307,-9.222373,-40.296383,78.97500610351562
2025-05-28 19:44:17.903,-3,-3,-6.340681,1.2014961,7.385148,344.58307,-9.222373,-40.296383,78.97500610351562
2025-05-28 19:44:18.919,-3,-3,-6.3278193,1.2095718,7.4129643,344.63824,-9.289478,-40.24493,78.97500610351562
2025-05-28 19:44:19.890,-3,-3,-6.3314085,1.1997014,7.387541,344.58148,-9.250696,-40.22923,78.97500610351562
2025-05-28 19:44:20.904,-3,-3,-6.328418,1.2050853,7.387541,344.58655,-9.252618,-40.233494,78.97500610351562
2025-05-28 19:44:21.905,-3,-3,-6.3382883,1.2242279,7.3953176,344.5774,-9.230215,-40.21426,78.97500610351562
2025-05-28 19:44:22.958,-3,-3,-6.334998,1.2023934,7.389036,344.58414,-9.232167,-40.215034,78.97500610351562
2025-05-28 19:44:23.893,-3,-3,-6.3338017,1.2035898,7.391429,344.59778,-9.256636,-40.218372,78.97500610351562
2025-05-28 19:44:24.908,-3,-3,-6.334998,1.1961123,7.390532,344.59018,-9.248907,-40.21851,78.97500610351562
2025-05-28 19:44:25.905,-3,-3,-6.3329043,1.1979069,7.3896346,344.58453,-9.243342,-40.218254,78.97500610351562
2025-05-28 19:44:26.909,-3,-3,-6.334998,1.2071791,7.3950186,344.57645,-9.235029,-40.21853,78.97500610351562
2025-05-28 19:44:27.923,-3,-3,-6.3338017,1.2032907,7.3893356,344.57297,-9.23155,-40.21835,78.97500610351562
2025-05-28 19:44:28.904,-3,-3,-6.3385873,1.2032907,7.3959155,344.57388,-9.231835,-40.209263,78.97500610351562
2025-05-28 19:44:29.906,-3,-3,-6.3311095,1.2005987,7.3920274,344.58496,-9.230551,-40.21363,78.97500610351562
2025-05-28 19:44:30.914,-3,-3,-6.349953,1.1937194,7.347461,344.59485,-9.228516,-40.210407,78.97500610351562
2025-05-28 19:44:31.928,-3,-3,-6.315556,1.172184,7.387242,344.60748,-9.234397,-40.227253,78.97500610351562
2025-05-28 19:44:32.909,-3,-3,-6.3361945,1.2044871,7.3899336,344.6128,-9.2249565,-40.22225,78.97500610351562
2025-05-28 19:44:33.932,-3,-3,-6.3418775,1.2038889,7.394121,344.62378,-9.236841,-40.207752,78.97500610351562
2025-05-28 19:44:34.909,-3,-3,-6.3454666,1.2092727,7.3893356,344.62714,-9.231985,-40.25209,78.97500610351562
2025-05-28 19:44:35.912,-3,-3,-6.337391,1.2032907,7.389036,344.63342,-9.236397,-40.240795,78.97500610351562
2025-05-28 19:44:36.912,-3,-3,-6.3326054,1.1964114,7.383353,344.65308,-9.241817,-40.22445,78.97500610351562
2025-05-28 19:44:37.912,-3,-3,-6.3346987,1.1976078,7.38784,344.65552,-9.212167,-40.207058,78.97500610351562
2025-05-28 19:44:38.913,-3,-3,-6.335895,1.1958131,7.387541,344.6693,-9.233571,-40.222443,78.97500610351562
2025-05-28 19:44:39.903,-3,-3,-6.3257256,1.2062817,7.392925,344.67862,-9.240658,-40.221306,51.03000259399414
2025-05-28 19:44:40.915,-3,-3,-6.331708,1.1991032,7.390532,344.67566,-9.235637,-40.210938,82.01250457763672
2025-05-28 19:44:41.916,-3,-3,-6.3346987,1.1997014,7.391429,344.66675,-9.226523,-40.2114,82.01250457763672
2025-05-28 19:44:42.917,-3,-3,-6.329315,1.2000005,7.390532,344.67084,-9.226641,-40.223682,82.01250457763672
2025-05-28 19:44:43.929,-3,-3,-6.329913,1.2014961,7.393822,344.66248,-9.226212,-40.215454,82.01250457763672
2025-05-28 19:44:44.920,-3,-3,-6.3332033,1.2014961,7.3950186,344.6526,-9.215881,-40.216103,82.01250457763672
2025-05-28 19:44:45.921,-3,-3,-6.3290157,1.198505,7.39442,344.643,-9.206258,-40.2167,82.01250457763672
2025-05-28 19:44:46.912,-3,-3,-6.3308105,1.2020943,7.396514,344.64087,-9.2041,-40.216812,82.01250457763672
2025-05-28 19:44:47.915,-3,-3,-6.3197436,1.2000005,7.390532,344.64673,-9.223112,-40.20089,82.01250457763672
2025-05-28 19:44:48.914,-3,-3,-6.3314085,1.2032907,7.3989067,344.6684,-9.244647,-40.20069,82.01250457763672
2025-05-28 19:44:49.950,-3,-3,-6.3314085,1.2053844,7.3917284,344.67203,-9.247409,-40.212536,82.01250457763672
2025-05-28 19:44:50.931,-3,-3,-6.3308105,1.1859428,7.4072814,344.67953,-9.236262,-40.183327,82.01250457763672
2025-05-28 19:44:51.929,-3,-3,-6.3400826,1.2059826,7.3809605,344.69836,-9.24668,-40.2122,82.01250457763672
2025-05-28 19:44:52.931,-3,-3,-6.343672,1.2047862,7.3983083,344.70544,-9.239672,-40.225388,82.01250457763672
2025-05-28 19:44:53.963,-3,-3,-6.3326054,1.2002996,7.393822,344.71744,-9.224264,-40.198345,82.01250457763672
2025-05-28 19:44:54.998,-3,-3,-6.341279,1.2038889,7.385148,344.74115,-9.266991,-40.267704,82.01250457763672
2025-05-28 19:44:55.932,-3,-3,-6.335596,1.1991032,7.3950186,344.73172,-9.248676,-40.229534,82.01250457763672
2025-05-28 19:44:56.946,-3,-3,-6.3332033,1.2023934,7.396514,344.72495,-9.237136,-40.217594,82.01250457763672
2025-05-28 19:44:57.934,-3,-3,-6.335297,1.2002996,7.396215,344.7198,-9.230392,-40.197247,82.01250457763672
2025-05-28 19:44:58.938,-3,-3,-6.3290157,1.2026925,7.3992057,344.7136,-9.224424,-40.197426,82.01250457763672
2025-05-28 19:44:59.939,-3,-3,-6.328418,1.2023934,7.396215,344.70847,-9.219053,-40.197628,82.01250457763672
2025-05-28 19:45:00.937,-3,-3,-6.328418,1.2023934,7.3950186,344.70847,-9.219053,-40.197628,82.01250457763672
2025-05-28 19:45:01.962,-3,-3,-6.335297,1.1988041,7.39442,344.7017,-9.20911,-40.18902,72.9675064086914
2025-05-28 19:45:02.943,-3,-3,-6.3278193,1.2026925,7.3977103,344.73795,-9.224953,-40.20393,72.9675064086914
2025-05-28 19:45:03.938,-3,-3,-6.3532434,1.1964114,7.37109,344.75195,-9.243913,-40.224567,82.01250457763672
2025-05-28 19:45:04.941,-3,-3,-6.331708,1.2023934,7.396813,344.74493,-9.235433,-40.217422,82.01250457763672
2025-05-28 19:45:05.938,-3,-3,-6.332306,1.2071791,7.396215,344.7458,-9.236391,-40.200603,82.01250457763672
2025-05-28 19:45:06.935,-3,-3,-6.324529,1.2023934,7.3863444,344.74344,-9.230677,-40.203125,82.01250457763672
2025-05-28 19:45:07.959,-3,-3,-6.3341007,1.2023934,7.3917284,344.73538,-9.218712,-40.20779,82.01250457763672
2025-05-28 19:45:08.932,-3,-3,-6.329315,1.2014961,7.3959155,344.72888,-9.227438,-40.19327,82.01250457763672
2025-05-28 19:45:10.281,-3,-3,-6.33769,1.2038889,7.4030943,344.71948,-9.200612,-40.149487,82.01250457763672
2025-05-28 19:45:10.932,-3,-3,-6.334998,1.1967105,7.3845496,344.73053,-9.228657,-40.212036,82.01250457763672
2025-05-28 19:45:11.930,-3,-3,-6.3308105,1.1961123,7.392925,344.7292,-9.234411,-40.19598,82.01250457763672
2025-05-28 19:45:12.939,-3,-3,-6.3400826,1.2059826,7.3869424,344.7352,-9.250379,-40.218838,82.01250457763672
2025-05-28 19:45:13.957,-3,-3,-6.3364935,1.1988041,7.389036,344.75204,-9.249353,-40.222553,82.01250457763672
2025-05-28 19:45:14.942,-3,-3,-6.32094,1.2014961,7.401898,344.7641,-9.233093,-40.22064,82.01250457763672
2025-05-28 19:45:15.943,-3,-3,-6.328418,1.2074782,7.3896346,344.7541,-9.2381935,-40.21314,82.01250457763672
2025-05-28 19:45:16.933,-3,-3,-6.328119,1.1979069,7.394719,344.76416,-9.241092,-40.21705,82.01250457763672
2025-05-28 19:45:17.980,-3,-3,-6.343373,1.2020943,7.38784,344.74756,-9.225865,-40.225407,82.01250457763672
2025-05-28 19:45:18.942,-3,-3,-6.334998,1.2023934,7.3902326,344.7718,-9.231267,-40.215797,82.01250457763672
